id_offre;date_publication;mois_publication;intitule_poste;secteur_activite;region;ville;type_contrat;niveau_experience;salaire_min_eur;salaire_max_eur;salaire_moyen_eur;teletravail;competence_1;competence_2;competence_3;competence_4;competence_5;delai_pourvoi_jours
OFR-2025358;2025-08-26;2025-08;Data Scientist;Énergie;PACA;Aix-en-Provence;CDI;Confirmé (3-5 ans);48000;66500;57250;Hybride;Scikit-learn;Machine Learning;Python;Deep Learning;;52
OFR-2025359;2025-08-22;2025-08;Data Engineer;Télécoms;Pays de la Loire;Le Mans;CDI;Junior (0-2 ans);34000;45500;39750;Hybride;SQL;Airflow;Docker;;;30
OFR-2025360;2026-03-13;2026-03;Data Scientist;Conseil / ESN;Hauts-de-France;Lille;CDI;Junior (0-2 ans);33000;44500;38750;Sur site;SQL;Scikit-learn;Power BI;;;35
OFR-2025361;2025-10-01;2025-10;Data Engineer;Industrie;PACA;Nice;CDD;Senior (5+ ans);61000;92000;76500;Hybride;Spark;ETL;SQL;;;24
OFR-2025362;2025-07-18;2025-07;BI Analyst / Développeur Power BI;Banque / Assurance;Île-de-France;Nanterre;CDI;Senior (5+ ans);71000;106000;88500;Sur site;SQL;Excel;DAX;;;24
OFR-2025363;2026-05-23;2026-05;Data Engineer;Conseil / ESN;PACA;Aix-en-Provence;CDI;Confirmé (3-5 ans);48000;66500;57250;Hybride;Spark;Python;SQL;Airflow;;31
OFR-2025364;2025-11-02;2025-11;Data Analyst;Industrie;Bretagne;Rennes;CDI;Confirmé (3-5 ans);45000;62500;53750;Hybride;Power BI;Excel;Tableau;;;12
OFR-2025365;2025-12-21;2025-12;Chef de Projet Data/IA;Télécoms;Occitanie;Montpellier;CDI;Senior (5+ ans);60000;90000;75000;Sur site;Power BI;Agile/Scrum;Gestion de projet;;;60
OFR-2025366;2026-02-10;2026-02;ML Engineer;Secteur public;Île-de-France;Boulogne-Billancourt;CDD;Junior (0-2 ans);41500;55500;48500;Sur site;Docker;TensorFlow/PyTorch;Git/CI-CD;;;58
OFR-2025367;2026-04-05;2026-04;Data Analyst;Tech / Scale-up;Hauts-de-France;Amiens;CDI;Junior (0-2 ans);33000;44500;38750;Sur site;Python;Tableau;Excel;Power Query;SQL;34
OFR-2025368;2026-05-23;2026-05;Data Scientist;Secteur public;Pays de la Loire;Le Mans;CDI;Confirmé (3-5 ans);45500;63000;54250;Hybride;SQL;Power BI;Pandas;Deep Learning;;44
OFR-2025369;2026-04-02;2026-04;Data Scientist;Télécoms;Île-de-France;Paris;CDD;Senior (5+ ans);71000;106000;88500;Sur site;SQL;Deep Learning;Python;;;64
OFR-2025370;2025-08-04;2025-08;Data Scientist;Secteur public;Occitanie;Montpellier;CDI;Junior (0-2 ans);35000;47000;41000;Hybride;Deep Learning;SQL;Python;Pandas;;14
OFR-2025371;2026-06-25;2026-06;BI Analyst / Développeur Power BI;Conseil / ESN;Île-de-France;Paris;CDI;Junior (0-2 ans);41500;55500;48500;Hybride;KPI;SQL;Excel;;;49
OFR-2025372;2026-01-29;2026-01;Data Scientist;Industrie;Auvergne-Rhône-Alpes;Annecy;CDI;Senior (5+ ans);62500;93500;78000;Sur site;Scikit-learn;Python;Power BI;Deep Learning;Machine Learning;64
OFR-2025373;2025-10-27;2025-10;Data Scientist;Secteur public;Hauts-de-France;Amiens;CDI;Junior (0-2 ans);33000;44500;38750;Hybride;Python;Machine Learning;Pandas;Power BI;;46
OFR-2025374;2026-06-06;2026-06;Data Scientist;Télécoms;Île-de-France;Boulogne-Billancourt;Alternance;Junior (0-2 ans);1370;1576;1473;Hybride;Python;Deep Learning;Pandas;SQL;Scikit-learn;39
OFR-2025375;2025-12-09;2025-12;BI Analyst / Développeur Power BI;Secteur public;Île-de-France;Boulogne-Billancourt;CDI;Junior (0-2 ans);41500;55500;48500;Full remote;KPI;Excel;SQL;;;47
OFR-2025376;2026-04-08;2026-04;Chef de Projet Data/IA;Santé;Auvergne-Rhône-Alpes;Grenoble;Alternance;Confirmé (3-5 ans);1130;1385;1258;Hybride;Python;KPI;Power BI;;;59
OFR-2025377;2025-12-02;2025-12;Data Scientist;Santé;Centre-Val de Loire;Orléans;CDI;Junior (0-2 ans);32500;43500;38000;Full remote;Pandas;Python;Power BI;Machine Learning;;12
OFR-2025378;2026-02-21;2026-02;Data Scientist;Banque / Assurance;Île-de-France;Saint-Denis;CDD;Senior (5+ ans);71000;106000;88500;Hybride;Pandas;Power BI;Deep Learning;Machine Learning;;34
OFR-2025379;2026-03-05;2026-03;Data Analyst;Conseil / ESN;Île-de-France;Boulogne-Billancourt;CDI;Junior (0-2 ans);41500;55500;48500;Hybride;Python;Tableau;Power BI;SQL;Excel;23
OFR-2025380;2026-02-08;2026-02;Data Engineer;Télécoms;Bretagne;Rennes;Alternance;Junior (0-2 ans);1390;1587;1488;Hybride;Docker;SQL;Spark;;;38
OFR-2025381;2025-12-15;2025-12;Chef de Projet Data/IA;Télécoms;Île-de-France;Boulogne-Billancourt;Stage;Confirmé (3-5 ans);1190;1303;1246;Sur site;Python;Gestion de projet;SQL;Agile/Scrum;;44
OFR-2025382;2026-03-01;2026-03;ML Engineer;Transport / Logistique;Île-de-France;Nanterre;Alternance;Confirmé (3-5 ans);890;1046;968;Hybride;Docker;Cloud (AWS/Azure/GCP);MLOps;Python;;48
OFR-2025383;2026-04-19;2026-04;AI Engineer;Industrie;Occitanie;Montpellier;CDI;Confirmé (3-5 ans);47000;65000;56000;Hybride;LLM;Cloud (AWS/Azure/GCP);NLP;RAG;Hugging Face;24
OFR-2025384;2026-02-02;2026-02;Data Engineer;Conseil / ESN;Centre-Val de Loire;Tours;CDI;Senior (5+ ans);56000;83500;69750;Sur site;Cloud (AWS/Azure/GCP);Airflow;SQL;Docker;;35
OFR-2025385;2025-10-28;2025-10;Data Scientist;Banque / Assurance;Auvergne-Rhône-Alpes;Annecy;Alternance;Junior (0-2 ans);1160;1417;1288;Full remote;Pandas;Machine Learning;Scikit-learn;Python;;24
OFR-2025386;2025-07-12;2025-07;ML Engineer;Industrie;Île-de-France;Paris;Alternance;Junior (0-2 ans);950;1123;1036;Hybride;Docker;Python;Git/CI-CD;;;33
OFR-2025387;2026-06-05;2026-06;Data Analyst;Secteur public;Occitanie;Toulouse;CDI;Junior (0-2 ans);35000;47000;41000;Hybride;Tableau;DAX;Power BI;SQL;;45
OFR-2025388;2026-06-04;2026-06;Data Analyst;Conseil / ESN;Île-de-France;Saint-Denis;CDD;Confirmé (3-5 ans);55500;76500;66000;Hybride;Python;DAX;SQL;;;29
OFR-2025389;2026-03-06;2026-03;ML Engineer;Industrie;Normandie;Caen;CDI;Senior (5+ ans);56500;84500;70500;Full remote;Cloud (AWS/Azure/GCP);MLOps;Git/CI-CD;Docker;Python;50
OFR-2025390;2026-06-16;2026-06;Data Engineer;Secteur public;Île-de-France;Nanterre;Stage;Junior (0-2 ans);1050;1285;1168;Hybride;Spark;ETL;Cloud (AWS/Azure/GCP);Python;;34
OFR-2025391;2025-08-14;2025-08;Data Scientist;Banque / Assurance;Île-de-France;Saint-Denis;Alternance;Senior (5+ ans);830;1072;951;Sur site;Machine Learning;Power BI;SQL;Scikit-learn;;58
OFR-2025392;2025-09-09;2025-09;Data Scientist;Santé;Centre-Val de Loire;Tours;CDI;Junior (0-2 ans);32500;43500;38000;Hybride;Pandas;SQL;Scikit-learn;Machine Learning;;49
OFR-2025393;2026-04-12;2026-04;Data Engineer;Énergie;Grand Est;Strasbourg;Alternance;Senior (5+ ans);940;1150;1045;Hybride;Cloud (AWS/Azure/GCP);Airflow;Python;;;46
OFR-2025394;2025-10-03;2025-10;Chef de Projet Data/IA;Tech / Scale-up;Île-de-France;Saint-Denis;Alternance;Senior (5+ ans);1220;1425;1322;Hybride;Agile/Scrum;SQL;Power BI;Gestion de projet;;13
OFR-2025395;2026-05-06;2026-05;AI Engineer;Télécoms;Nouvelle-Aquitaine;Poitiers;Alternance;Junior (0-2 ans);1040;1199;1120;Hybride;Python;LangChain;Cloud (AWS/Azure/GCP);NLP;Hugging Face;42
OFR-2025396;2026-01-28;2026-01;ML Engineer;Transport / Logistique;Auvergne-Rhône-Alpes;Grenoble;CDI;Junior (0-2 ans);36500;49000;42750;Full remote;Python;Cloud (AWS/Azure/GCP);Git/CI-CD;;;26
OFR-2025397;2025-11-04;2025-11;AI Engineer;Industrie;Centre-Val de Loire;Tours;CDI;Senior (5+ ans);56000;83500;69750;Full remote;Cloud (AWS/Azure/GCP);Hugging Face;NLP;LangChain;;39
OFR-2025398;2026-02-19;2026-02;Data Scientist;Retail / E-commerce;Île-de-France;Nanterre;CDI;Senior (5+ ans);71000;106000;88500;Hybride;Pandas;Power BI;Deep Learning;Python;SQL;64
OFR-2025399;2026-02-11;2026-02;BI Analyst / Développeur Power BI;Secteur public;Bretagne;Rennes;CDI;Senior (5+ ans);57500;86500;72000;Hybride;KPI;SQL;Power BI;;;37
OFR-2025400;2026-05-27;2026-05;BI Analyst / Développeur Power BI;Transport / Logistique;PACA;Nice;CDI;Junior (0-2 ans);35500;48000;41750;Hybride;Excel;KPI;DAX;;;40
OFR-2025401;2025-10-12;2025-10;Data Analyst;Télécoms;Pays de la Loire;Nantes;Stage;Confirmé (3-5 ans);940;1140;1040;Hybride;Excel;Python;SQL;Power BI;;41
OFR-2025402;2026-03-19;2026-03;Data Analyst;Tech / Scale-up;Auvergne-Rhône-Alpes;Annecy;Alternance;Junior (0-2 ans);920;1200;1060;Sur site;DAX;Excel;SQL;Python;;51
OFR-2025403;2025-07-27;2025-07;Chef de Projet Data/IA;Banque / Assurance;Auvergne-Rhône-Alpes;Grenoble;Alternance;Senior (5+ ans);1380;1648;1514;Sur site;Power BI;KPI;Python;;;38
OFR-2025404;2026-03-13;2026-03;Data Scientist;Énergie;PACA;Nice;Alternance;Junior (0-2 ans);930;1081;1006;Hybride;Pandas;SQL;Python;;;46
OFR-2025405;2025-11-03;2025-11;BI Analyst / Développeur Power BI;Conseil / ESN;Nouvelle-Aquitaine;Poitiers;CDI;Confirmé (3-5 ans);46000;63500;54750;Sur site;SQL;Excel;Power BI;Power Query;;47
OFR-2025406;2025-08-14;2025-08;Data Scientist;Banque / Assurance;Nouvelle-Aquitaine;Bordeaux;CDI;Junior (0-2 ans);34500;46000;40250;Hybride;Python;Machine Learning;Power BI;SQL;;15
OFR-2025407;2025-07-19;2025-07;Data Analyst;Énergie;Centre-Val de Loire;Tours;Alternance;Confirmé (3-5 ans);1390;1633;1512;Hybride;Python;DAX;Tableau;;;17
OFR-2025408;2026-03-26;2026-03;AI Engineer;Industrie;Auvergne-Rhône-Alpes;Grenoble;Alternance;Senior (5+ ans);870;1044;957;Hybride;LLM;Python;LangChain;Hugging Face;;25
OFR-2025409;2026-04-21;2026-04;ML Engineer;Télécoms;Nouvelle-Aquitaine;Bordeaux;Alternance;Confirmé (3-5 ans);890;1113;1002;Hybride;Git/CI-CD;TensorFlow/PyTorch;Docker;MLOps;Cloud (AWS/Azure/GCP);51
OFR-2025410;2025-07-13;2025-07;Data Scientist;Secteur public;Île-de-France;Nanterre;Alternance;Confirmé (3-5 ans);980;1236;1108;Hybride;Deep Learning;SQL;Machine Learning;;;41
OFR-2025411;2026-06-19;2026-06;ML Engineer;Télécoms;Île-de-France;Boulogne-Billancourt;Freelance;Confirmé (3-5 ans);55500;76500;66000;Sur site;Docker;TensorFlow/PyTorch;MLOps;Python;;30
OFR-2025412;2026-04-18;2026-04;Data Scientist;Secteur public;Île-de-France;Saint-Denis;CDI;Senior (5+ ans);71000;106000;88500;Hybride;Deep Learning;SQL;Power BI;;;51
OFR-2025413;2026-02-21;2026-02;Chef de Projet Data/IA;Retail / E-commerce;Grand Est;Strasbourg;CDD;Senior (5+ ans);57500;86500;72000;Hybride;Agile/Scrum;Gestion de projet;Power BI;KPI;;46
OFR-2025414;2025-12-29;2025-12;BI Analyst / Développeur Power BI;Banque / Assurance;Pays de la Loire;Angers;CDD;Junior (0-2 ans);34000;45500;39750;Sur site;Excel;Power Query;Power BI;SQL;DAX;16
OFR-2025415;2025-08-29;2025-08;Chef de Projet Data/IA;Retail / E-commerce;Île-de-France;Paris;Freelance;Confirmé (3-5 ans);55500;76500;66000;Hybride;Python;KPI;Agile/Scrum;;;62
OFR-2025416;2025-12-02;2025-12;AI Engineer;Banque / Assurance;Hauts-de-France;Amiens;CDI;Junior (0-2 ans);33000;44500;38750;Hybride;LangChain;NLP;Cloud (AWS/Azure/GCP);;;23
OFR-2025417;2026-03-26;2026-03;Data Analyst;Industrie;PACA;Marseille;CDI;Junior (0-2 ans);35500;48000;41750;Full remote;Tableau;Power BI;DAX;Excel;;31
OFR-2025418;2025-07-23;2025-07;AI Engineer;Secteur public;Île-de-France;Paris;Alternance;Junior (0-2 ans);840;1057;948;Hybride;RAG;Hugging Face;Python;Cloud (AWS/Azure/GCP);;55
OFR-2025419;2026-03-30;2026-03;BI Analyst / Développeur Power BI;Transport / Logistique;Bretagne;Brest;Stage;Junior (0-2 ans);1120;1225;1172;Hybride;Power Query;DAX;Excel;Power BI;SQL;32
OFR-2025420;2025-12-11;2025-12;AI Engineer;Tech / Scale-up;Hauts-de-France;Amiens;CDI;Junior (0-2 ans);33000;44500;38750;Hybride;Hugging Face;Cloud (AWS/Azure/GCP);Python;LLM;LangChain;29
OFR-2025421;2026-06-11;2026-06;Data Analyst;Télécoms;Hauts-de-France;Amiens;CDI;Junior (0-2 ans);33000;44500;38750;Hybride;Excel;Tableau;Python;SQL;DAX;15
OFR-2025422;2025-10-10;2025-10;Data Analyst;Santé;Île-de-France;Nanterre;CDI;Confirmé (3-5 ans);55500;76500;66000;Hybride;DAX;Power Query;Python;Excel;Power BI;57
OFR-2025423;2025-10-23;2025-10;AI Engineer;Transport / Logistique;Grand Est;Strasbourg;Alternance;Junior (0-2 ans);1280;1404;1342;Hybride;LangChain;RAG;NLP;Hugging Face;;21
OFR-2025424;2025-08-27;2025-08;BI Analyst / Développeur Power BI;Santé;Nouvelle-Aquitaine;Poitiers;CDI;Senior (5+ ans);59000;88000;73500;Hybride;Power Query;SQL;KPI;Power BI;;34
OFR-2025425;2026-01-22;2026-01;Data Engineer;Retail / E-commerce;Grand Est;Reims;Alternance;Junior (0-2 ans);900;1103;1002;Hybride;Docker;SQL;Spark;Cloud (AWS/Azure/GCP);Python;49
OFR-2025426;2025-09-27;2025-09;Data Scientist;Transport / Logistique;Nouvelle-Aquitaine;Bordeaux;CDI;Junior (0-2 ans);34500;46000;40250;Sur site;Pandas;Scikit-learn;Deep Learning;SQL;Power BI;54
OFR-2025427;2026-01-24;2026-01;ML Engineer;Télécoms;PACA;Aix-en-Provence;CDD;Junior (0-2 ans);35500;48000;41750;Hybride;Cloud (AWS/Azure/GCP);Docker;Python;MLOps;Git/CI-CD;16
OFR-2025428;2026-05-22;2026-05;Data Engineer;Retail / E-commerce;Hauts-de-France;Amiens;CDI;Confirmé (3-5 ans);44500;62000;53250;Full remote;Python;Docker;Airflow;;;63
OFR-2025429;2026-06-13;2026-06;Data Analyst;Transport / Logistique;Île-de-France;Boulogne-Billancourt;CDI;Confirmé (3-5 ans);55500;76500;66000;Sur site;Python;Power BI;DAX;Excel;Tableau;31
OFR-2025430;2025-07-28;2025-07;BI Analyst / Développeur Power BI;Industrie;Normandie;Caen;Alternance;Confirmé (3-5 ans);1320;1523;1422;Full remote;Power Query;Power BI;Excel;;;12
OFR-2025431;2026-01-12;2026-01;ML Engineer;Industrie;Grand Est;Reims;CDD;Senior (5+ ans);57500;86500;72000;Sur site;Cloud (AWS/Azure/GCP);TensorFlow/PyTorch;Git/CI-CD;;;37
OFR-2025432;2026-06-09;2026-06;Data Scientist;Transport / Logistique;Occitanie;Toulouse;CDI;Confirmé (3-5 ans);47000;65000;56000;Full remote;Power BI;Scikit-learn;Machine Learning;SQL;;20
OFR-2025433;2026-06-22;2026-06;Data Analyst;Tech / Scale-up;Île-de-France;Paris;Alternance;Confirmé (3-5 ans);1250;1384;1317;Full remote;Power BI;DAX;Python;;;50
OFR-2025434;2026-04-22;2026-04;Chef de Projet Data/IA;Secteur public;Nouvelle-Aquitaine;Poitiers;CDI;Senior (5+ ans);59000;88000;73500;Sur site;SQL;Power BI;Python;Agile/Scrum;;43
OFR-2025435;2025-08-10;2025-08;BI Analyst / Développeur Power BI;Santé;Île-de-France;Saint-Denis;Stage;Confirmé (3-5 ans);830;939;884;Full remote;SQL;Power Query;Power BI;KPI;DAX;21
OFR-2025436;2026-04-23;2026-04;AI Engineer;Transport / Logistique;Occitanie;Montpellier;CDI;Confirmé (3-5 ans);47000;65000;56000;Sur site;Python;LLM;NLP;Cloud (AWS/Azure/GCP);LangChain;31
OFR-2025437;2025-07-19;2025-07;Data Engineer;Transport / Logistique;Bretagne;Rennes;CDI;Senior (5+ ans);57500;86500;72000;Hybride;Cloud (AWS/Azure/GCP);Spark;ETL;Docker;Python;56
OFR-2025438;2026-05-16;2026-05;Chef de Projet Data/IA;Télécoms;PACA;Aix-en-Provence;CDI;Confirmé (3-5 ans);48000;66500;57250;Sur site;Power BI;Python;Gestion de projet;SQL;KPI;13
OFR-2025439;2026-04-29;2026-04;Data Scientist;Énergie;Île-de-France;Paris;CDI;Confirmé (3-5 ans);55500;76500;66000;Sur site;Power BI;SQL;Python;Pandas;;59
OFR-2025440;2025-08-13;2025-08;Data Analyst;Énergie;Pays de la Loire;Nantes;CDD;Junior (0-2 ans);34000;45500;39750;Hybride;Power Query;Tableau;SQL;;;21
OFR-2025441;2025-12-24;2025-12;Data Engineer;Santé;Grand Est;Reims;CDD;Junior (0-2 ans);33500;45000;39250;Sur site;Cloud (AWS/Azure/GCP);Docker;Python;Airflow;;15
OFR-2025442;2026-01-16;2026-01;ML Engineer;Banque / Assurance;PACA;Marseille;CDI;Confirmé (3-5 ans);48000;66500;57250;Sur site;Cloud (AWS/Azure/GCP);TensorFlow/PyTorch;MLOps;Git/CI-CD;;42
OFR-2025443;2026-03-30;2026-03;Data Scientist;Banque / Assurance;Occitanie;Montpellier;CDI;Senior (5+ ans);60000;90000;75000;Hybride;Deep Learning;SQL;Pandas;Python;;52
OFR-2025444;2026-06-11;2026-06;Data Scientist;Énergie;Grand Est;Nancy;CDI;Junior (0-2 ans);33500;45000;39250;Hybride;SQL;Deep Learning;Pandas;;;59
OFR-2025445;2025-08-04;2025-08;Data Scientist;Secteur public;Hauts-de-France;Lille;CDI;Confirmé (3-5 ans);44500;62000;53250;Sur site;SQL;Pandas;Python;;;12
OFR-2025446;2026-05-01;2026-05;Data Scientist;Retail / E-commerce;Occitanie;Montpellier;CDI;Junior (0-2 ans);35000;47000;41000;Hybride;Python;Power BI;Pandas;;;54
OFR-2025447;2025-11-07;2025-11;BI Analyst / Développeur Power BI;Industrie;Île-de-France;Paris;CDI;Confirmé (3-5 ans);55500;76500;66000;Sur site;Excel;KPI;DAX;Power BI;;30
OFR-2025448;2026-01-12;2026-01;Data Engineer;Énergie;Normandie;Caen;Alternance;Confirmé (3-5 ans);1130;1295;1212;Sur site;Docker;SQL;Spark;;;36
OFR-2025449;2025-08-25;2025-08;Data Scientist;Tech / Scale-up;Île-de-France;Saint-Denis;CDI;Confirmé (3-5 ans);55500;76500;66000;Sur site;Pandas;Scikit-learn;Machine Learning;;;21
OFR-2025450;2025-07-10;2025-07;Data Engineer;Industrie;Pays de la Loire;Le Mans;Stage;Confirmé (3-5 ans);900;1008;954;Sur site;SQL;Airflow;Spark;;;43
OFR-2025451;2026-01-23;2026-01;Data Analyst;Santé;Nouvelle-Aquitaine;Bordeaux;CDI;Confirmé (3-5 ans);46000;63500;54750;Hybride;Tableau;SQL;Power Query;Python;;58
OFR-2025452;2025-12-03;2025-12;AI Engineer;Conseil / ESN;PACA;Aix-en-Provence;CDI;Senior (5+ ans);61000;92000;76500;Hybride;Python;Hugging Face;RAG;LangChain;;37
OFR-2025453;2025-09-29;2025-09;Data Analyst;Retail / E-commerce;Centre-Val de Loire;Tours;CDI;Senior (5+ ans);56000;83500;69750;Sur site;Power Query;Python;Excel;;;47
OFR-2025454;2025-10-07;2025-10;Data Analyst;Énergie;Auvergne-Rhône-Alpes;Lyon;Alternance;Senior (5+ ans);1170;1394;1282;Hybride;DAX;Python;Power BI;;;13
OFR-2025455;2025-07-29;2025-07;ML Engineer;Santé;Nouvelle-Aquitaine;Poitiers;CDI;Confirmé (3-5 ans);46000;63500;54750;Hybride;Cloud (AWS/Azure/GCP);TensorFlow/PyTorch;Git/CI-CD;Python;;33
OFR-2025456;2025-07-19;2025-07;AI Engineer;Conseil / ESN;Île-de-France;Paris;CDD;Confirmé (3-5 ans);55500;76500;66000;Full remote;RAG;Hugging Face;LLM;Cloud (AWS/Azure/GCP);;59
OFR-2025457;2025-08-19;2025-08;Data Analyst;Télécoms;Nouvelle-Aquitaine;Poitiers;CDI;Confirmé (3-5 ans);46000;63500;54750;Full remote;SQL;Power BI;Power Query;;;41
OFR-2025458;2026-06-13;2026-06;Data Engineer;Industrie;Grand Est;Strasbourg;CDI;Confirmé (3-5 ans);45000;62500;53750;Sur site;Python;SQL;Docker;ETL;Airflow;37
OFR-2025459;2025-11-18;2025-11;Data Scientist;Retail / E-commerce;Centre-Val de Loire;Tours;CDD;Senior (5+ ans);56000;83500;69750;Hybride;Pandas;Machine Learning;SQL;;;21
OFR-2025460;2026-03-07;2026-03;AI Engineer;Secteur public;Île-de-France;Saint-Denis;CDI;Junior (0-2 ans);41500;55500;48500;Hybride;Python;LLM;Cloud (AWS/Azure/GCP);NLP;Hugging Face;17
OFR-2025461;2026-01-27;2026-01;Data Analyst;Télécoms;Île-de-France;Paris;Stage;Confirmé (3-5 ans);1290;1567;1428;Hybride;Power BI;Power Query;Excel;;;27
OFR-2025462;2026-04-12;2026-04;Chef de Projet Data/IA;Télécoms;Nouvelle-Aquitaine;Bordeaux;CDI;Confirmé (3-5 ans);46000;63500;54750;Hybride;KPI;SQL;Python;;;27
OFR-2025463;2025-08-27;2025-08;Data Analyst;Télécoms;Centre-Val de Loire;Tours;CDI;Senior (5+ ans);56000;83500;69750;Hybride;Tableau;Power BI;Python;DAX;Power Query;62
OFR-2025464;2026-02-08;2026-02;Data Analyst;Transport / Logistique;Grand Est;Reims;CDI;Confirmé (3-5 ans);45000;62500;53750;Hybride;SQL;DAX;Excel;;;28
OFR-2025465;2025-10-29;2025-10;Data Scientist;Banque / Assurance;Grand Est;Reims;CDI;Junior (0-2 ans);33500;45000;39250;Hybride;Machine Learning;Power BI;Python;Scikit-learn;SQL;58
OFR-2025466;2026-01-28;2026-01;Data Engineer;Conseil / ESN;Occitanie;Montpellier;Alternance;Senior (5+ ans);1040;1339;1190;Hybride;Spark;Python;SQL;;;24
OFR-2025467;2026-01-08;2026-01;Data Scientist;Télécoms;Île-de-France;Nanterre;CDI;Senior (5+ ans);71000;106000;88500;Hybride;Machine Learning;Pandas;Scikit-learn;;;20
OFR-2025468;2026-02-20;2026-02;Data Engineer;Énergie;Île-de-France;Saint-Denis;CDI;Junior (0-2 ans);41500;55500;48500;Full remote;Airflow;SQL;Spark;Python;Cloud (AWS/Azure/GCP);38
OFR-2025469;2026-03-25;2026-03;Data Analyst;Télécoms;Auvergne-Rhône-Alpes;Grenoble;CDI;Senior (5+ ans);62500;93500;78000;Hybride;Power BI;Tableau;DAX;Power Query;SQL;43
OFR-2025470;2026-04-29;2026-04;BI Analyst / Développeur Power BI;Transport / Logistique;Île-de-France;Nanterre;CDI;Confirmé (3-5 ans);55500;76500;66000;Full remote;DAX;Excel;Power Query;KPI;Power BI;21
OFR-2025471;2025-11-01;2025-11;BI Analyst / Développeur Power BI;Banque / Assurance;Bretagne;Brest;CDI;Confirmé (3-5 ans);45000;62500;53750;Hybride;Power BI;SQL;KPI;DAX;Excel;17
OFR-2025472;2026-04-19;2026-04;Data Engineer;Conseil / ESN;Île-de-France;Nanterre;CDI;Junior (0-2 ans);41500;55500;48500;Sur site;SQL;Docker;ETL;Spark;Cloud (AWS/Azure/GCP);59
OFR-2025473;2026-06-19;2026-06;Data Engineer;Tech / Scale-up;Centre-Val de Loire;Orléans;Stage;Confirmé (3-5 ans);1180;1440;1310;Hybride;Cloud (AWS/Azure/GCP);Docker;SQL;Airflow;;33
OFR-2025474;2026-06-11;2026-06;Data Engineer;Télécoms;Île-de-France;Saint-Denis;CDI;Senior (5+ ans);71000;106000;88500;Full remote;SQL;Airflow;Spark;Docker;Cloud (AWS/Azure/GCP);35
OFR-2025475;2025-08-28;2025-08;BI Analyst / Développeur Power BI;Transport / Logistique;Île-de-France;Saint-Denis;Alternance;Junior (0-2 ans);980;1245;1112;Hybride;Excel;Power BI;DAX;KPI;SQL;53
OFR-2025476;2026-02-17;2026-02;Data Engineer;Conseil / ESN;Normandie;Rouen;CDI;Senior (5+ ans);56500;84500;70500;Hybride;Cloud (AWS/Azure/GCP);ETL;Spark;SQL;Docker;43
OFR-2025477;2026-01-17;2026-01;Data Engineer;Secteur public;Grand Est;Reims;Alternance;Confirmé (3-5 ans);1100;1315;1208;Hybride;Spark;Cloud (AWS/Azure/GCP);SQL;Python;ETL;23
OFR-2025478;2026-06-15;2026-06;Data Scientist;Tech / Scale-up;Centre-Val de Loire;Tours;CDI;Confirmé (3-5 ans);43500;60500;52000;Hybride;Machine Learning;Power BI;Pandas;Python;;46
OFR-2025479;2025-12-23;2025-12;Chef de Projet Data/IA;Transport / Logistique;Pays de la Loire;Angers;Alternance;Junior (0-2 ans);990;1106;1048;Hybride;Power BI;Python;SQL;;;53
